Year,Status,AdultMort,InfD,EtOH,PercExpen,Measles,BMI,lt5yD,Polio,TotalExpen,DTP,HIV,Thin1_19y,Thin5_9y,Income,Education,Region
2009,0,251.0,16,5.85,41.30079452,0,43.0,21,65.0,6.68,65.0,2.0,4.1,4.1,0.466,8.5,8
2011,0,143.0,0,10.43,0.0,0,44.5,0,99.0,7.58,99.0,0.1,4.3,4.3,0.733,12.9,8
2003,0,127.0,46,4.88,781.2062828,44,54.9,55,98.0,6.2,98.0,0.1,1.9,1.8,0.708,11.9,4
2014,0,225.0,1,0.01,281.0023992,0,51.5,1,99.0,4.73,99.0,0.1,2.2,2.3,0.729,14.8,1
2001,1,123.0,0,13.36,0.0,6,59.4,0,97.0,6.42,98.0,0.1,2.2,2.3,0.6274187138728308,11.999638728323692,8
2012,1,81.0,0,10.95,3283.024864,2,58.2,0,96.0,9.37,96.0,0.1,1.5,1.5,0.877,16.8,5
2014,0,23.0,1,0.01,73.86584922,0,23.7,2,87.0,6.75,87.0,0.8,6.8,6.6,0.497,11.1,7
2006,0,79.0,2,8.83,0.0,28,27.7,2,98.0,5.76,98.0,0.1,1.5,1.0,0.6274187138728308,11.999638728323692,8
2004,1,111.0,28,8.48,0.0,37,63.1,33,92.0,15.14,96.0,0.1,0.7,0.6,0.6274187138728308,11.999638728323692,4
2012,1,93.0,0,12.71,0.0,22,64.5,0,99.0,7.55,99.0,0.1,1.8,1.9,0.6274187138728308,11.999638728323692,8
2009,1,55.0,0,10.22,687.5776358,0,58.5,0,96.0,9.12,96.0,0.1,0.9,0.9,0.894,18.4,5
2000,0,13.0,2,6.24,74.14842946,0,54.0,3,91.0,6.4,91.0,0.1,1.1,1.1,0.755,13.5,3
2003,0,95.0,3,9.66,0.0,33,26.2,3,94.0,4.93,97.0,0.1,1.6,1.0,0.6274187138728308,11.999638728323692,8
2015,0,98.0,1,4.614855575868398,0.0,39,66.1,1,75.0,5.9301628423390005,81.0,0.1,4.9,4.9,0.763,13.3,2
2008,0,317.0,3,6.28,59.55033546,0,3.2,4,83.0,7.15,83.0,11.7,11.5,11.4,0.589,11.3,7
2010,0,138.0,3,2.31,191.7267589,79,19.8,4,99.0,3.43,99.0,0.1,15.3,15.3,0.739,13.5,1
2010,1,75.0,0,12.1,7423.228774,52,55.2,0,86.0,11.17,86.0,0.1,1.7,1.9,0.872,15.4,5
2008,0,88.0,1,0.03,2078.392748,0,67.5,1,99.0,1.93,99.0,0.1,3.3,3.1,0.787,13.8,2
2001,0,221.0,68,4.54,69.0204245,7360,18.3,89,76.0,3.0,79.0,0.1,1.0,9.7,0.622,11.4,1
2012,0,136.0,0,0.01,492.0552263,1,73.4,0,62.0,5.2,64.0,0.1,0.2,0.1,0.698,12.9,6
2007,0,9.0,1,5.58,32.24655228,22,51.7,1,99.0,6.1,98.0,0.1,1.6,1.7,0.703,11.6,5
2011,0,163.0,7,0.76,0.0,13,53.2,8,6.0,3.23,72.0,0.1,6.3,6.1,0.646,12.0,2
2005,0,163.0,3,6.38,20.68037294,0,42.8,4,96.0,6.7,96.0,0.2,2.3,2.2,0.646,12.3,3
2001,0,611.0,43,2.61,46.83027463,16997,17.1,70,86.0,6.56,85.0,18.6,7.4,7.4,0.424,9.8,7
2013,1,57.0,0,8.58,374.2947283,0,68.8,0,99.0,9.89,99.0,0.1,0.8,0.7,0.828,14.2,5
2005,0,194.0,3,3.7,218.5716179,0,46.4,4,87.0,6.11,86.0,0.3,2.0,1.9,0.592,11.0,8
2005,0,99.0,332,2.92,171.6596026,124219,24.1,392,87.0,4.66,87.0,0.1,5.0,4.4,0.634,10.6,1
2010,0,7.0,2,8.4,8649.674911,99,64.1,2,88.0,11.2,89.0,0.1,0.5,0.4,0.898,15.9,4
2005,1,11.0,0,13.33,2813.985285,7,54.1,1,93.0,9.98,93.0,0.1,0.7,0.6,0.79,15.4,5
2003,1,88.0,0,12.2,504.4308735,90,51.7,0,84.0,1.48,84.0,0.1,1.7,1.9,0.837,14.7,5
2004,0,169.0,0,0.85,334.1673373,0,44.1,0,67.0,4.12,69.0,0.1,1.6,1.5,0.0,10.7,6
2014,0,123.0,1,9.09,8.617208431,37,59.4,1,93.0,1.37,93.0,0.1,2.1,2.1,0.771,14.3,5
2011,0,139.0,1,3.58,33.17529686,1,51.2,1,93.0,5.21,92.0,0.6,1.8,1.7,0.722,12.8,8
2003,0,189.0,15,6.14,282.8364612,4519,2.9,18,98.0,3.58,98.0,0.6,9.1,9.3,0.666,11.8,1
2012,1,118.0,0,10.12,0.0,0,57.2,0,99.0,8.15,99.0,0.1,1.2,1.3,0.835,15.0,5
2002,0,74.0,1,2.47,1701.195787,2,59.2,1,91.0,7.49,9.0,0.1,1.1,1.1,0.855,15.3,2
2013,0,119.0,8,8.28,1001.796332,0,61.6,10,99.0,4.99,94.0,0.1,1.0,0.9,0.823,17.3,3
2011,0,114.0,20,1.53,1275.877569,111,62.8,23,97.0,5.29,97.0,0.1,4.9,4.7,0.737,13.8,2
2007,1,65.0,0,1.6,3082.973535,15,3.9,0,97.0,3.46,97.0,0.1,2.1,2.0,0.873,14.1,1
2000,0,76.0,1,2.53,199.9341033,36,58.3,1,93.0,7.13,93.0,0.1,1.1,1.1,0.845,15.2,2
2012,0,312.0,22,0.01,38.73170505,49,17.1,33,96.0,8.21,96.0,1.2,7.5,7.5,0.393,10.3,7
2010,0,336.0,52,0.01,0.0,115,22.0,83,49.0,5.9301628423390005,45.0,0.8,7.0,6.8,0.6274187138728308,11.999638728323692,2
2001,0,146.0,33,0.01,0.0,9582,45.5,40,95.0,5.2,96.0,0.1,7.7,7.8,0.666,11.6,2
2000,0,39.0,14,4.46,12.19709744,5977,2.2,20,56.0,5.91,46.0,3.1,9.2,9.2,0.338,8.7,7
2007,0,187.0,0,6.37,136.8836683,0,39.3,0,9.0,4.82,88.0,0.7,6.1,6.5,0.76,12.4,8
2015,0,284.0,26,4.614855575868398,0.0,243,23.3,40,42.0,5.9301628423390005,54.0,0.5,7.3,7.3,0.414,8.8,7
2006,0,133.0,22,0.58,127.7632005,1217,49.9,25,97.0,5.23,97.0,0.1,6.4,6.3,0.575,10.0,2
2009,0,192.0,0,1.21,244.3976438,0,45.5,0,98.0,7.92,92.0,0.1,1.2,1.2,0.494,9.3,6
2007,1,154.0,3,10.6,919.1673438,353,55.0,3,96.0,5.21,96.0,0.1,3.2,3.6,0.766,14.1,5
2001,0,419.0,9,2.3,0.0,2152,19.8,14,32.0,2.44,31.0,7.6,9.4,9.0,0.487,9.7,8
2014,0,522.0,4,0.01,162.1278115,0,32.0,6,9.0,1.62,93.0,9.4,5.8,5.6,0.491,10.8,7
2009,0,117.0,0,6.45,489.6818699,0,58.5,0,91.0,6.7,92.0,0.1,2.0,2.1,0.785,14.6,5
2012,0,65.0,0,0.01,1259.940376,0,24.1,0,99.0,9.16,99.0,0.1,13.8,13.9,0.675,12.1,1
2013,0,128.0,3,0.53,110.6779711,195,38.5,4,97.0,4.2,97.0,0.1,7.8,7.6,0.779,12.9,1
2010,0,94.0,1,1.58,805.3956346,12,63.5,1,75.0,7.19,81.0,0.1,4.7,4.7,0.752,13.3,2
2006,0,211.0,0,2.06,52.1241634,136,55.9,0,98.0,3.84,98.0,0.1,4.1,3.8,0.695,14.0,6
2002,0,133.0,1,6.95,292.6142378,63,52.2,1,95.0,8.9,95.0,0.1,2.7,2.8,0.715,13.2,5
2003,1,71.0,0,6.7,1678.392773,4,63.9,0,94.0,8.6,94.0,0.1,0.7,0.7,0.79,13.8,5
2000,0,18.0,0,1.21,21.90075232,9,41.1,0,67.0,3.28,71.0,0.1,1.7,1.7,0.0,9.6,6
2014,1,58.0,1,0.01,42.98847625,154,66.0,1,97.0,9.3,97.0,0.1,0.6,0.5,0.877,17.6,5
2003,0,237.0,1,7.93,16.47949015,0,37.8,1,91.0,5.97,9.0,2.1,5.8,5.6,0.611,11.1,3
2001,1,124.0,0,10.8,196.3026243,0,51.8,0,93.0,8.57,92.0,0.1,2.2,2.2,0.824,14.7,5
2009,0,127.0,1,6.87,1092.155356,0,53.4,2,85.0,7.56,85.0,0.1,2.0,1.9,0.755,12.8,8
2001,0,34.0,227,1.9,0.0,8072,15.3,332,3.0,2.67,3.0,2.4,12.2,12.1,0.6274187138728308,11.999638728323692,7
2009,1,65.0,1,9.23,96.8585885,15,58.6,1,97.0,1.29,97.0,0.1,1.0,0.9,0.906,16.9,5
2005,0,343.0,206,0.99,18.03753133,357,13.8,323,56.0,4.2,44.0,3.7,11.5,11.2,0.325,5.8,7
2007,0,216.0,11,3.47,0.0,0,47.3,14,85.0,4.96,84.0,0.2,1.3,1.2,0.626,14.1,8
2004,0,195.0,0,15.07,101.1201161,0,55.2,0,95.0,5.13,94.0,0.1,2.2,2.3,0.805,15.7,5
2001,0,138.0,32,1.84,0.0,12058,9.6,41,96.0,5.17,96.0,0.1,15.7,16.4,0.576,10.6,1
2009,0,157.0,57,7.33,564.5233902,0,51.1,64,99.0,8.65,99.0,0.1,3.0,2.9,0.714,13.8,3
2015,0,168.0,0,4.614855575868398,0.0,0,37.4,0,97.0,5.9301628423390005,97.0,0.1,5.7,6.0,0.781,14.1,7
2015,0,68.0,0,4.614855575868398,0.0,18,69.3,0,99.0,5.9301628423390005,99.0,0.1,5.2,4.9,0.855,13.4,2
2008,0,177.0,369,0.03,5.447133608,1129,2.6,460,7.0,3.26,62.0,0.1,2.7,21.1,0.513,7.3,2
2013,0,183.0,11,0.01,8.758214538,0,18.2,13,66.0,5.93,83.0,0.2,11.0,11.1,0.546,10.8,1
2008,0,394.0,46,0.45,49.09198224,63,16.4,80,3.0,2.92,19.0,4.7,9.8,9.7,0.338,6.0,7
2003,0,259.0,12,3.41,0.0,1810,13.8,17,52.0,4.91,49.0,0.1,1.2,1.3,0.477,8.3,1
2011,0,419.0,60,3.13,0.0,628,25.6,83,58.0,6.42,62.0,3.3,6.1,6.0,0.6274187138728308,11.999638728323692,7
2001,0,426.0,3,5.09,205.8078833,416,25.1,4,79.0,6.18,78.0,23.9,15.2,15.4,0.556,11.7,7
2001,0,165.0,17,4.43,404.4205858,3,47.5,21,83.0,5.96,8.0,0.1,2.5,2.3,0.653,11.4,3
2004,0,215.0,3,2.9,398.6058322,0,48.6,3,9.0,7.3,9.0,0.3,1.9,1.8,0.636,12.4,8
2005,0,165.0,10,3.21,0.0,0,27.7,13,97.0,5.9301628423390005,79.0,0.1,5.7,5.7,0.6274187138728308,11.999638728323692,1
2010,0,79.0,0,0.88,2218.364226,0,36.2,0,99.0,2.73,95.0,0.1,5.9,5.4,0.845,14.2,8
2002,0,337.0,35,0.21,21.3378184,2151,17.3,56,56.0,3.76,53.0,3.0,9.9,9.9,0.329,5.5,7
2011,0,161.0,2,0.01,36.11567366,0,6.9,2,98.0,4.77,98.0,0.1,5.6,5.4,0.756,14.0,2
2015,0,344.0,483,4.614855575868398,0.0,12423,25.4,747,49.0,5.9301628423390005,49.0,3.7,9.8,9.7,0.525,10.0,7
2003,1,29.0,0,8.24,478.0644911,0,56.3,0,98.0,6.15,98.0,0.1,2.6,2.6,0.761,15.2,5
2000,0,23.0,7,0.03,8.594570232,0,21.1,11,58.0,5.26,51.0,1.1,1.9,1.7,0.443,6.4,7
2009,0,175.0,371,0.03,0.697215581,863,21.3,460,7.0,2.94,71.0,0.1,2.5,2.9,0.514,7.3,2
2009,0,23.0,2,2.55,416.4338399,0,52.1,2,91.0,6.83,91.0,0.3,1.7,1.6,0.662,12.8,8
2004,0,214.0,7,5.16,182.6162515,0,47.2,8,66.0,4.28,79.0,2.1,3.6,3.5,0.666,12.5,8
2006,0,134.0,2,0.01,493.415341,1,56.7,3,98.0,2.51,98.0,0.1,5.5,5.4,0.752,15.4,2
2003,0,64.0,39,2.33,65.78997404,881,17.6,62,85.0,8.18,83.0,18.2,7.3,7.2,0.443,10.2,7
2005,0,93.0,2,7.57,954.9644887,0,57.4,2,92.0,6.69,91.0,0.1,0.9,1.0,0.79,14.6,3
2004,0,296.0,58,0.49,57.11644801,172,17.5,103,7.0,6.28,69.0,2.0,1.1,1.0,0.333,5.5,7
2013,0,394.0,29,0.01,55.83107625,1,18.8,42,89.0,1.96,89.0,6.3,6.5,6.4,0.459,10.7,7
2003,0,325.0,2,1.02,94.13302875,37,29.4,2,68.0,6.22,68.0,4.2,6.1,5.9,0.378,3.5,7
2014,0,314.0,28,0.01,196.6675768,9,22.8,41,78.0,4.99,86.0,4.3,6.3,6.2,0.57,12.5,7
2009,0,297.0,29,0.18,24.84763562,264,2.3,46,6.0,3.85,57.0,2.3,8.4,8.4,0.376,8.1,7
2008,0,234.0,1,0.21,302.667579,7,18.8,1,96.0,6.58,96.0,0.4,17.1,17.8,0.0,10.5,1
2011,1,57.0,0,10.69,2443.325028,0,58.3,0,99.0,7.54,99.0,0.1,0.9,1.0,0.847,13.8,5
2014,0,128.0,0,0.01,660.2777923,0,74.3,0,58.0,7.22,63.0,0.1,0.2,0.1,0.701,12.9,6
2001,0,194.0,0,4.55,516.7112481,0,34.4,1,91.0,4.4,91.0,1.2,6.6,7.1,0.715,11.8,8
2002,0,424.0,9,2.55,0.0,2788,2.3,14,41.0,2.45,41.0,7.2,9.3,8.9,0.488,9.5,8
2005,0,4.0,556,9.71,6.416252787,110927,19.3,893,45.0,4.11,36.0,5.4,12.9,12.9,0.463,8.9,7
2015,0,215.0,6,4.614855575868398,0.0,0,48.6,7,99.0,5.9301628423390005,99.0,0.1,3.3,3.3,0.688,10.8,1
2007,0,486.0,51,8.48,805.490079,31,45.0,79,79.0,7.53,82.0,26.4,9.7,11.7,0.612,12.9,7
2010,0,16.0,0,8.41,154.9630863,0,5.7,0,9.0,6.17,86.0,0.1,3.8,3.8,0.781,15.8,8
2005,0,327.0,18,11.57,625.5081805,454,55.3,20,98.0,5.21,98.0,0.3,2.4,2.7,0.748,13.7,8
2007,0,146.0,0,2.05,568.8692813,0,7.8,0,88.0,5.82,87.0,0.1,0.1,0.1,0.698,14.5,6
2011,1,97.0,0,12.43,0.0,17,64.0,0,99.0,7.5,99.0,0.1,1.9,1.9,0.6274187138728308,11.999638728323692,8
2009,0,133.0,1,6.66,18.5314303,23,51.3,1,93.0,1.19,88.0,0.1,2.6,2.8,0.734,12.8,5
2012,1,7.0,0,11.34,2284.58215,2,6.1,0,99.0,7.18,99.0,0.1,0.9,0.9,0.892,13.9,5
2007,1,11.0,27,8.74,0.0,43,65.1,32,93.0,15.57,96.0,0.1,0.7,0.6,0.6274187138728308,11.999638728323692,4
2007,0,159.0,65,7.19,394.9321299,0,49.4,73,99.0,8.28,99.0,0.1,3.1,3.0,0.7,13.5,3
2001,0,385.0,25,6.09,10.61917585,0,13.0,40,72.0,4.96,81.0,5.3,8.8,8.8,0.268,4.5,7
2002,0,85.0,0,0.87,188.6782945,34,64.1,0,96.0,2.71,96.0,0.1,4.8,4.5,0.807,12.2,2
2015,0,95.0,17,4.614855575868398,0.0,17,58.5,20,99.0,5.9301628423390005,99.0,0.1,6.4,6.2,0.645,12.1,2
2009,0,166.0,9,7.59,0.0,0,58.8,10,75.0,5.81,84.0,0.1,1.6,1.5,0.754,14.0,3
2011,0,443.0,16,1.66,58.52947463,679,2.7,24,47.0,3.73,47.0,5.8,8.8,8.8,0.361,6.8,8
2014,0,88.0,7,0.09,2017.643131,154,67.3,9,98.0,4.68,98.0,0.1,7.7,7.5,0.841,15.8,2
2014,1,156.0,0,0.01,1542.635979,36,6.7,0,92.0,5.88,92.0,0.1,2.2,2.2,0.822,16.0,5
2013,0,229.0,14,10.58,1529.497771,2339,59.3,16,98.0,7.9,97.0,0.2,2.3,2.3,0.799,14.6,8
2011,1,55.0,0,9.99,18822.86732,621,55.8,0,96.0,11.21,96.0,0.1,0.5,0.3,0.932,15.6,5
2003,0,12.0,0,4.14,39.86518043,18,49.4,0,87.0,7.94,87.0,0.1,3.0,3.0,0.0,12.1,5
2015,0,194.0,8,4.614855575868398,0.0,56,21.7,11,89.0,5.9301628423390005,89.0,0.2,8.8,8.9,0.582,10.8,1
2005,0,238.0,1,7.35,17.46405901,0,39.0,1,93.0,5.83,93.0,1.8,5.7,5.5,0.619,11.4,3
2003,0,121.0,0,7.65,13.5139917,0,45.4,0,9.0,5.82,89.0,0.4,4.1,4.1,0.753,14.2,8
2010,0,363.0,30,2.47,184.3649102,15754,2.7,45,8.0,4.41,83.0,6.8,6.7,6.5,0.533,11.8,7
2014,0,122.0,0,0.01,2700.07305,0,59.4,0,93.0,6.38,93.0,0.1,1.9,1.9,0.86,16.5,5
2012,0,194.0,0,0.01,8.198047581,0,28.5,0,96.0,8.6,96.0,0.5,5.9,5.7,0.553,10.8,7
2011,0,116.0,4,0.43,68.86623298,0,62.4,4,98.0,8.39,98.0,0.1,3.8,3.9,0.737,13.1,2
2002,0,14.0,30,0.15,0.0,0,5.6,37,76.0,5.9301628423390005,77.0,0.1,5.5,5.3,0.614,9.1,2
2000,0,219.0,69,4.73,11.69704463,7120,17.8,90,74.0,3.21,78.0,0.1,1.0,9.6,0.618,11.4,1
2013,0,187.0,1000,3.11,67.67230438,13822,17.5,1300,82.0,4.53,83.0,0.2,26.8,27.5,0.599,11.5,1
2007,1,14.0,0,10.58,0.0,0,54.2,0,99.0,7.76,99.0,0.1,1.3,1.4,0.802,14.5,5
2002,1,99.0,1,11.29,320.3177664,0,59.0,1,96.0,8.46,95.0,0.1,0.8,0.8,0.875,18.8,5
2013,0,279.0,4,0.01,8.20063742,0,25.0,6,87.0,6.14,87.0,4.5,7.5,7.3,0.415,9.1,7
2002,0,148.0,0,3.82,155.2072669,0,22.6,0,92.0,5.17,91.0,0.8,9.2,9.1,0.569,11.3,8
2000,0,115.0,490,3.06,17.46057369,71093,2.5,608,86.0,4.6,85.0,0.1,5.9,5.1,0.583,9.5,1
2002,0,168.0,4,5.66,152.8293973,0,4.6,4,87.0,6.77,87.0,0.1,2.4,2.3,0.632,12.2,3
2003,0,226.0,8,0.01,29.65370899,3611,22.9,12,75.0,4.53,76.0,1.3,1.3,1.1,0.447,6.6,7
2001,1,11.0,1,12.22,1657.328352,0,5.9,1,96.0,9.1,97.0,0.1,0.8,0.6,0.782,15.7,5
2009,0,148.0,32,0.2,185.6366983,30328,55.2,39,78.0,4.65,78.0,0.1,5.4,5.1,0.643,10.3,2
2006,0,288.0,2,8.01,40.53719812,90,31.4,3,44.0,2.88,45.0,10.7,7.1,6.9,0.646,12.4,7
2006,0,165.0,10,3.28,0.0,0,28.2,12,98.0,5.9301628423390005,89.0,0.1,5.6,5.6,0.6274187138728308,11.999638728323692,1
2000,0,129.0,2,3.28,47.81704183,50,46.0,2,81.0,6.94,8.0,0.1,3.1,3.1,0.0,11.4,5
2012,0,32.0,7,0.01,0.0,13,54.2,9,47.0,3.25,45.0,0.1,6.3,6.1,0.645,12.5,2
2012,0,2.0,20,0.28,10.20659464,46,22.7,29,83.0,4.31,91.0,0.4,1.0,9.9,0.463,8.3,7
2005,0,248.0,6,2.85,2.19888585,0,4.7,8,99.0,3.51,99.0,0.1,3.4,3.4,0.0,10.3,1
2004,0,151.0,0,1.8,423.2953509,0,68.6,0,91.0,4.87,9.0,0.1,0.1,0.1,0.693,14.6,6
2008,0,322.0,6,0.49,11.76572311,0,15.1,9,94.0,3.69,94.0,1.1,9.1,9.1,0.406,5.2,7
2008,0,19.0,13,2.21,472.2234994,0,45.9,15,96.0,6.65,95.0,0.4,1.3,1.3,0.589,10.4,8
2008,0,217.0,8,0.02,61.76263795,4,26.1,12,73.0,3.23,74.0,1.3,9.2,8.9,0.475,7.2,7
2008,1,165.0,1,11.64,181.7634078,0,6.5,1,99.0,7.33,99.0,0.1,1.9,1.9,0.812,15.3,5
2005,0,126.0,42,4.93,998.3498049,6,56.4,49,98.0,6.4,98.0,0.1,1.8,1.7,0.719,12.2,4
2008,0,258.0,8,7.6,708.3285785,20,47.9,9,99.0,3.65,99.0,0.1,2.4,2.5,0.758,14.6,1
2010,0,287.0,4,3.21,53.30782696,26,23.1,7,82.0,6.7,83.0,5.9,8.0,7.9,0.405,8.9,7
2000,1,218.0,0,7.13,291.0170765,0,55.4,0,96.0,6.0,96.0,0.1,2.8,2.8,0.716,13.7,5
2010,0,94.0,0,4.54,630.3883564,45,53.1,0,9.0,9.58,89.0,0.1,2.6,2.6,0.717,13.3,5
2010,1,68.0,0,11.88,4509.234803,443,58.9,0,94.0,8.76,94.0,0.1,0.3,0.2,0.907,18.2,5
2004,1,113.0,0,10.0,235.3785281,0,53.5,0,94.0,8.47,94.0,0.1,2.0,2.0,0.85,16.6,5
2010,0,243.0,62,1.77,172.0097884,680,38.235393646408745,92,9.0,7.97,9.0,0.3,4.850621546961334,4.881422651933698,0.461,7.0,7
2003,0,135.0,35,1.42,459.1113061,5844,55.9,43,69.0,5.34,68.0,0.1,5.1,5.0,0.668,11.9,2
2008,1,58.0,0,8.49,7613.814999,0,58.1,0,98.0,8.8,98.0,0.1,0.9,0.9,0.892,18.2,5
2005,0,9.0,0,0.01,239.5751391,10,66.3,1,99.0,2.38,99.0,0.1,3.2,3.1,0.789,14.2,2
2001,1,72.0,0,6.37,5048.274426,0,54.8,0,92.0,9.12,92.0,0.1,1.0,0.9,0.854,17.1,5
2014,0,2.0,0,0.01,97.87193319,0,77.1,0,79.0,1.21,75.0,0.1,0.1,0.1,0.597,11.9,6
2007,0,241.0,6,2.58,0.358651421,59,42.0,8,98.0,2.16,98.0,0.1,3.3,3.3,0.0,10.4,1
2000,1,89.0,4,10.59,0.0,104,57.5,5,91.0,6.94,91.0,0.1,0.7,0.5,0.6274187138728308,11.999638728323692,5
2005,1,67.0,1,10.3,579.1331637,10,61.5,2,92.0,8.45,92.0,0.1,0.7,0.6,0.91,20.3,6
2007,0,68.0,1,2.33,4.3451016,539,61.6,1,95.0,7.37,95.0,0.1,1.1,1.1,0.872,15.7,2
2001,0,281.0,25,1.29,45.33476384,5859,18.8,40,77.0,4.69,76.0,2.1,9.5,9.4,0.395,6.6,7
2007,0,559.0,37,1.18,4.269511381,143,16.6,59,88.0,9.31,87.0,19.3,7.1,7.0,0.387,9.7,7
2009,0,254.0,33,0.91,71.16601203,0,17.6,47,76.0,4.7,77.0,0.5,7.7,7.6,0.5,9.7,7
2011,0,366.0,29,2.57,183.0461695,13234,21.2,44,83.0,4.26,81.0,6.3,6.6,6.4,0.543,12.0,7
2008,0,167.0,0,6.92,0.0,0,47.5,0,99.0,4.7,99.0,0.3,3.6,3.6,0.704,13.3,8
2006,0,336.0,7,0.97,10.60269773,128,14.3,9,94.0,3.3,94.0,1.4,9.3,9.3,0.405,5.3,7
2007,0,113.0,1,0.57,88.45038011,24,5.6,1,97.0,2.43,99.0,0.1,7.0,6.8,0.753,11.5,2
2013,0,192.0,8,3.78,0.0,0,51.2,10,95.0,5.96,94.0,0.1,1.2,1.1,0.661,13.8,8
2006,0,242.0,1,8.36,0.0,34,48.7,1,98.0,1.63,97.0,0.1,3.1,3.3,0.6274187138728308,11.999638728323692,5
2005,0,477.0,3,4.89,457.7200522,4,27.9,4,86.0,7.32,86.0,22.1,13.1,13.1,0.565,11.6,7
2007,0,495.0,17,1.5,60.04884821,49,19.0,26,46.0,4.4,48.0,9.0,9.4,9.4,0.33,6.2,8
2002,0,221.0,68,4.42,0.09987219,7003,18.7,89,77.0,2.79,79.0,0.1,1.0,9.7,0.625,11.4,1
2005,0,127.0,9,0.92,116.2585943,375,47.6,10,83.0,4.11,8.0,0.1,6.5,6.3,0.624,11.0,2
2006,0,99.0,1,5.31,3.3021542,68,5.8,1,97.0,5.86,97.0,0.1,1.7,1.8,0.696,11.4,5
2001,0,189.0,377,0.01,1.766663097,3849,16.9,483,68.0,2.61,65.0,0.1,22.0,22.4,0.45,5.4,2
2015,1,19.0,0,4.614855575868398,0.0,1,59.1,0,96.0,5.9301628423390005,96.0,0.1,1.2,1.2,0.842,15.0,5
2003,0,363.0,228,0.79,10.97201912,228,13.2,360,55.0,4.64,37.0,4.4,11.6,11.5,0.306,5.2,7
2007,1,8.0,0,12.5,7453.8644,20,53.7,0,85.0,1.4,85.0,0.1,1.7,1.9,0.86,15.2,5
2015,0,227.0,11,4.614855575868398,0.0,1,21.4,15,99.0,5.9301628423390005,98.0,0.4,5.7,5.7,0.493,10.8,7
2014,0,382.0,2,0.01,574.3895102,0,31.8,3,98.0,9.25,98.0,7.3,4.3,4.3,0.541,11.4,7
2013,0,181.0,124,0.09,22.8478308,8419,25.6,148,86.0,2.93,85.0,0.3,1.5,1.3,0.677,12.9,1
2004,0,69.0,1,2.23,1895.342792,116,6.1,1,95.0,7.35,95.0,0.1,1.1,1.1,0.863,15.9,2
2011,0,93.0,22,0.03,0.0,73,54.8,25,99.0,7.12,99.0,0.1,7.9,8.1,0.745,13.1,2
2005,1,78.0,0,9.31,491.055852,20,62.1,0,89.0,8.25,89.0,0.1,0.3,0.3,0.886,18.9,6
2000,0,221.0,0,2.05,31.25834616,0,5.2,0,91.0,3.87,9.0,0.1,4.3,4.0,0.681,13.1,6
2000,0,224.0,0,5.07,0.0,0,2.7,0,87.0,8.86,82.0,1.5,8.0,8.1,0.488,9.3,7
2004,0,154.0,6,0.62,8.59680496,827,44.2,8,78.0,7.92,77.0,0.1,3.0,3.0,0.668,11.0,2
2005,0,191.0,0,6.25,365.799896,0,43.8,0,96.0,4.45,96.0,0.8,3.6,3.5,0.695,12.8,8
2013,0,272.0,238,0.01,0.0,88381,2.6,314,74.0,3.89,74.0,1.2,9.9,9.6,0.6274187138728308,11.999638728323692,7
2001,1,83.0,0,8.75,2205.98595,65,59.6,0,82.0,7.58,9.0,0.1,0.3,0.3,0.868,17.4,6
2000,0,247.0,1,12.98,24.24947846,21,54.4,1,99.0,6.13,99.0,0.1,2.7,2.8,0.675,13.1,5
2013,0,172.0,0,9.42,0.0,0,63.2,0,97.0,7.5,97.0,0.1,2.5,2.5,0.79,12.6,8
2009,1,192.0,0,12.4,1446.529217,0,59.7,0,98.0,7.53,98.0,0.1,2.8,2.9,0.825,16.6,5
2015,0,129.0,92,4.614855575868398,0.0,240,18.3,113,97.0,5.9301628423390005,97.0,0.1,17.9,18.3,0.575,10.2,1
2009,0,23.0,0,2.31,60.65068446,1,58.0,0,99.0,4.26,99.0,0.1,4.0,3.7,0.704,14.5,6
2015,0,196.0,0,4.614855575868398,0.0,2,62.3,0,99.0,5.9301628423390005,99.0,0.1,1.9,2.0,0.798,15.6,5
2003,0,22.0,0,1.76,253.8196705,305,53.2,0,95.0,3.35,94.0,0.1,4.2,3.9,0.689,13.3,6
2013,1,72.0,3,10.32,0.0,1919,65.4,4,95.0,9.34,95.0,0.1,0.8,0.5,0.6274187138728308,11.999638728323692,5
2012,0,261.0,9,0.01,48.09891474,43,25.6,12,8.0,1.19,8.0,1.2,7.0,6.9,0.416,9.6,7
2010,0,18.0,0,1.47,0.0,217,57.4,0,95.0,6.83,95.0,0.1,2.3,2.3,0.732,13.0,8
2012,0,186.0,12,0.01,6.914723983,15,17.6,14,84.0,6.24,86.0,0.3,11.0,11.2,0.54,10.7,1
2009,0,317.0,62,1.86,7.146851404,1218,18.4,91,89.0,4.17,88.0,5.0,8.2,8.1,0.514,10.7,7
2013,0,15.0,4,3.11,311.7553193,0,49.3,4,97.0,9.15,97.0,0.4,2.2,2.1,0.614,11.6,8
2007,0,32.0,5,2.98,31.06932595,1,21.3,7,76.0,6.1,74.0,5.7,8.7,8.6,0.394,8.8,7
2002,0,211.0,0,11.48,7.806042825,0,54.6,0,94.0,4.84,94.0,0.1,2.3,2.4,0.791,15.4,5
2011,0,197.0,2,2.37,549.2783081,0,53.4,2,9.0,6.81,89.0,0.3,1.7,1.6,0.666,13.0,8
